Slate ID,Entry Name,Entry ID,Previous Picks,Day 1 (Round of 64),Day 2 (Round of 64),Day 3 (Round of 32),Pick 1,Pick Objective,Instructions,Team Name,Team ID,Game Info
e9b488eb-225f-4c69-aa4a-dc87c81271f6,Entry 13,019d02bb-54b9-47f5-8119-0e1ebb3d8928,NA,Gonzaga,UConn,Arkansas,2ea39297-9b1d-4908-b4dc-392274c18b3a,Pick Winners,NA,UConn,57ef2016-6591-4b7a-b588-59a749c25529,UCLA@CONN 03/22/2026 8:45pm ET
e9b488eb-225f-4c69-aa4a-dc87c81271f6,Entry 14,019d02bb-54b9-4906-bd3a-4ddfb8da18a0,NA,Gonzaga,Arizona,Arkansas,2ea39297-9b1d-4908-b4dc-392274c18b3a,Pick Winners,NA,UCLA,7095cbb4-4c8d-4438-acf1-b0dcea0f20d1,UCLA@CONN 03/22/2026 8:45pm ET
e9b488eb-225f-4c69-aa4a-dc87c81271f6,Entry 15,019d02bb-54b9-49ea-b80e-cd9d7db612da,NA,Gonzaga,Kansas,Arkansas,2ea39297-9b1d-4908-b4dc-392274c18b3a,Pick Winners,NA,Alabama,12207ee4-a390-477d-a4a7-7aa3f49430aa,TTU@ALA 03/22/2026 9:45pm ET
e9b488eb-225f-4c69-aa4a-dc87c81271f6,Entry 16,019d02bb-54b9-4a0f-85b7-6d3f2a5522db,NA,Gonzaga,St. John's,Arkansas,2ea39297-9b1d-4908-b4dc-392274c18b3a,Pick Winners,NA,Texas Tech,44d666f4-2c56-401f-871c-33df244ba155,TTU@ALA 03/22/2026 9:45pm ET
e9b488eb-225f-4c69-aa4a-dc87c81271f6,Entry 17,019d02bb-54b9-4b20-82fc-c8efa64137cf,NA,Gonzaga,UCLA,Arkansas,5ea7c1aa-0bfc-47e8-8435-28821e1bf209,Pick Winners,NA,NA,NA,NA
e9b488eb-225f-4c69-aa4a-dc87c81271f6,Entry 18,019d02bb-54b9-4b3b-ad39-020a58fd0b5c,NA,Houston,Florida,Arkansas,5ea7c1aa-0bfc-47e8-8435-28821e1bf209,Pick Winners,NA,NA,NA,NA
e9b488eb-225f-4c69-aa4a-dc87c81271f6,Entry 19,019d02bb-54b9-4c82-a134-2688039a399c,NA,Houston,Purdue,Arkansas,2ea39297-9b1d-4908-b4dc-392274c18b3a,Pick Winners,NA,NA,NA,NA
e9b488eb-225f-4c69-aa4a-dc87c81271f6,Entry 20,019d02bb-54b9-4c86-9ad1-baccded50c8a,NA,Houston,Virginia,Arkansas,2ea39297-9b1d-4908-b4dc-392274c18b3a,Pick Winners,NA,NA,NA,NA
e9b488eb-225f-4c69-aa4a-dc87c81271f6,Entry 21,019d02bb-54b9-4e45-9424-b62e494b7724,NA,Houston,Tennessee,Arkansas,2ea39297-9b1d-4908-b4dc-392274c18b3a,Pick Winners,NA,NA,NA,NA
e9b488eb-225f-4c69-aa4a-dc87c81271f6,Entry 22,019d02bb-54b9-4e65-9685-c25ec5e38b84,NA,Houston,Alabama,Arkansas,2ea39297-9b1d-4908-b4dc-392274c18b3a,Pick Winners,NA,NA,NA,NA
e9b488eb-225f-4c69-aa4a-dc87c81271f6,Entry 23,019d02bb-54b9-4faa-a053-d48b69270663,NA,Houston,UConn,Arkansas,2ea39297-9b1d-4908-b4dc-392274c18b3a,Pick Winners,NA,NA,NA,NA
