"Entry_Name","Entry_ID","Previous_Picks","Pick_1","Team_Name"
"Entry 45","019d032e-17ac-455e-a9cf-f38bc729d769","Duke","b94a5674-927b-4b6d-91bb-776da741e0aa","Purdue"
"Entry 46","019d032e-17ac-455f-9afc-dfbd1b66f1f4","Illinois","1e4ab2a3-cec8-4ebd-96a2-7d62e9e1a24e","Tennessee"
"Entry 47","019d032e-17ac-4575-bea4-0bb206d24a3c","Arkansas","72cd0c03-59cd-42e9-a938-d741e77e6bae","Nebraska"
"Entry 48","019d032e-17ac-4577-8fb5-4ee895ad3e36","Vanderbilt","57ef2016-6591-4b7a-b588-59a749c25529","UConn"
"Entry 49","019d032e-17ac-4578-aafa-6f3cd2085d19","Duke","b94a5674-927b-4b6d-91bb-776da741e0aa","Purdue"
"Entry 50","019d032e-17ac-4585-8576-8826a12120f2","Arkansas","840e7069-b4c0-4780-8cd1-95b66ad88ceb","Virginia"
"Entry 51","019d032e-17ac-4586-b832-4de88c3e9c5f","Arkansas","72cd0c03-59cd-42e9-a938-d741e77e6bae","Nebraska"
"Entry 52","019d032e-17ac-4592-9458-a184aecc4dd8","Vanderbilt","b94a5674-927b-4b6d-91bb-776da741e0aa","Purdue"
"Entry 53","019d032e-17ac-4592-b5e0-bf08839bea60","Duke","b94a5674-927b-4b6d-91bb-776da741e0aa","Purdue"
"Entry 54","019d032e-17ac-459c-b593-a515fd7d5497","Vanderbilt","2ea39297-9b1d-4908-b4dc-392274c18b3a","Florida"
"Entry 55","019d032e-17ac-45b3-aec0-15d0340233f0","Arkansas","72cd0c03-59cd-42e9-a938-d741e77e6bae","Nebraska"
"Entry 56","019d032e-17ac-45d4-bca2-b7d4d35aa96f","Arkansas","9d2884f6-0a5a-424f-9e32-79546f103184","Texas"
"Entry 57","019d032e-17ac-45d7-801a-220253f3f4b4","Duke","b94a5674-927b-4b6d-91bb-776da741e0aa","Purdue"
"Entry 58","019d032e-17ac-45e3-9bda-b92d20e170da","Vanderbilt","b46ec7e5-fa6c-451f-945e-5e535024bcc4","Iowa State"
"Entry 59","019d032e-17ac-4611-8b25-0ad389595b60","Arkansas","9d2884f6-0a5a-424f-9e32-79546f103184","Texas"
"Entry 60","019d032e-17ac-461c-b3d1-461f4403e360","Arkansas","9d2884f6-0a5a-424f-9e32-79546f103184","Texas"
"Entry 61","019d032e-17ac-4629-8b68-b3b761136a3a","Arkansas","9d2884f6-0a5a-424f-9e32-79546f103184","Texas"
"Entry 62","019d032e-17ac-4659-88a9-47b42f6d6cd1","Arkansas","9d2884f6-0a5a-424f-9e32-79546f103184","Texas"
"Entry 63","019d032e-17ac-4673-bc07-27fa17848ee8","Illinois","9d2884f6-0a5a-424f-9e32-79546f103184","Texas"
"Entry 64","019d032e-17ac-4688-9891-2cd86699f612","Illinois","7533674c-1b62-4252-9d3e-3de38e7fd3c6","Iowa"
"Entry 65","019d032e-17ac-4693-9663-671e62450faa","Gonzaga","5ea7c1aa-0bfc-47e8-8435-28821e1bf209","Arizona"
"Entry 66","019d032e-17ac-46c4-aabb-d635012747a1","Gonzaga","57ef2016-6591-4b7a-b588-59a749c25529","UConn"
"Entry 67","019d032e-17ac-46cd-bb4c-67760efccfae","Illinois","b94a5674-927b-4b6d-91bb-776da741e0aa","Purdue"
"Entry 68","019d032e-17ac-46df-9555-d07fb338767e","Illinois","9d2884f6-0a5a-424f-9e32-79546f103184","Texas"
"Entry 69","019d032e-17ac-46e5-9a66-3f5dbb4f4a49","Gonzaga","840e7069-b4c0-4780-8cd1-95b66ad88ceb","Virginia"
"Entry 70","019d032e-17ac-4705-8865-35f7464a9b3f","Gonzaga","b94a5674-927b-4b6d-91bb-776da741e0aa","Purdue"
"Entry 71","019d032e-17ac-470c-8015-e5c2630e2ae9","Houston","7533674c-1b62-4252-9d3e-3de38e7fd3c6","Iowa"
"Entry 72","019d032e-17ac-471d-bb69-86c6c14a1e06","Illinois","9d2884f6-0a5a-424f-9e32-79546f103184","Texas"
"Entry 73","019d032e-17ac-4752-a08b-e9b8375c5ad4","Houston","7533674c-1b62-4252-9d3e-3de38e7fd3c6","Iowa"
"Entry 74","019d032e-17ac-4759-8e02-591325911ccf","Houston","7533674c-1b62-4252-9d3e-3de38e7fd3c6","Iowa"
"Entry 75","019d032e-17ac-475e-8705-e0d47c28cfc8","Gonzaga","1e4ab2a3-cec8-4ebd-96a2-7d62e9e1a24e","Tennessee"
"Entry 76","019d032e-17ac-475e-ab68-9c605f744f68","Houston","7533674c-1b62-4252-9d3e-3de38e7fd3c6","Iowa"
"Entry 77","019d032e-17ac-477d-a818-00b78e3e1352","Houston","7533674c-1b62-4252-9d3e-3de38e7fd3c6","Iowa"
"Entry 78","019d032e-17ac-47a7-bd75-093e4e03afb7","Houston","7533674c-1b62-4252-9d3e-3de38e7fd3c6","Iowa"
"Entry 79","019d032e-17ac-47bf-9132-5dffe80f1099","Houston","7533674c-1b62-4252-9d3e-3de38e7fd3c6","Iowa"
"Entry 80","019d032e-17ac-47e4-b972-787fbb26ef55","Duke","b94a5674-927b-4b6d-91bb-776da741e0aa","Purdue"
"Entry 81","019d032e-17ac-47f8-ba2a-545b3d84c26c","Houston","72cd0c03-59cd-42e9-a938-d741e77e6bae","Nebraska"
"Entry 82","019d032e-17ac-47ff-a07b-05e224904bd5","Arkansas","7533674c-1b62-4252-9d3e-3de38e7fd3c6","Iowa"
"Entry 83","019d032e-17ac-482e-b679-ad9b6adeac9e","Illinois","b94a5674-927b-4b6d-91bb-776da741e0aa","Purdue"
"Entry 84","019d032e-17ac-482f-86a0-215edf8f8ac1","Houston","7533674c-1b62-4252-9d3e-3de38e7fd3c6","Iowa"
"Entry 85","019d032e-17ac-4834-bb58-59e19d375cd0","Duke","b94a5674-927b-4b6d-91bb-776da741e0aa","Purdue"
"Entry 86","019d032e-17ac-484f-8171-5e4dee4974e9","Illinois","12207ee4-a390-477d-a4a7-7aa3f49430aa","Alabama"
"Entry 87","019d032e-17ac-4859-8af9-a74080ce7b86","Illinois","7095cbb4-4c8d-4438-acf1-b0dcea0f20d1","UCLA"
"Entry 88","019d032e-17ac-4875-9f23-f120a2375773","Duke","7095cbb4-4c8d-4438-acf1-b0dcea0f20d1","UCLA"
"Entry 89","019d032e-17ac-48a5-84a5-2520bc286b65","Arkansas","9d2884f6-0a5a-424f-9e32-79546f103184","Texas"
"Entry 90","019d032e-17ac-48ab-8efd-cbaa49dba588","Illinois","b94a5674-927b-4b6d-91bb-776da741e0aa","Purdue"
"Entry 91","019d032e-17ac-48bc-9f33-296dc509bf39","Michigan","b94a5674-927b-4b6d-91bb-776da741e0aa","Purdue"
"Entry 92","019d032e-17ac-48c7-adfa-a406608ddb23","Duke","b94a5674-927b-4b6d-91bb-776da741e0aa","Purdue"
"Entry 93","019d032e-17ac-48eb-b43a-aea2a7ee4496","Houston","4c8b8317-c6db-46d3-9e57-43cad4d49607","Miami (FL)"
"Entry 94","019d032e-17ac-48f3-8383-e3cefe85d837","Gonzaga","57ef2016-6591-4b7a-b588-59a749c25529","UConn"
"Entry 95","019d032e-17ac-48fc-a069-6b4f3729bf65","Duke","b94a5674-927b-4b6d-91bb-776da741e0aa","Purdue"
"Entry 96","019d032e-17ac-48fd-b3c5-bf14bc01bab9","Gonzaga","b94a5674-927b-4b6d-91bb-776da741e0aa","Purdue"
"Entry 97","019d032e-17ac-4900-abcf-7f15b6ec60d6","Duke","7533674c-1b62-4252-9d3e-3de38e7fd3c6","Iowa"
"Entry 98","019d032e-17ac-491f-afcb-6a1c86f3751e","Gonzaga","5ea7c1aa-0bfc-47e8-8435-28821e1bf209","Arizona"
"Entry 99","019d032e-17ac-4923-aa1d-14533e73a892","Duke","b94a5674-927b-4b6d-91bb-776da741e0aa","Purdue"
"Entry 100","019d032e-17ac-4960-b658-8d96c5b637e3","Gonzaga","2ea39297-9b1d-4908-b4dc-392274c18b3a","Florida"
"Entry 101","019d032e-17ac-4963-91b5-3600ef234a1e","Duke","b94a5674-927b-4b6d-91bb-776da741e0aa","Purdue"
"Entry 102","019d032e-17ac-4985-85e3-8084c64cb591","Gonzaga","1e4ab2a3-cec8-4ebd-96a2-7d62e9e1a24e","Tennessee"
"Entry 103","019d032e-17ac-4999-96d4-b4fc3eceb9c1","Arkansas","840e7069-b4c0-4780-8cd1-95b66ad88ceb","Virginia"
"Entry 104","019d032e-17ac-49d7-a4ce-57ffb5ea5729","Houston","7533674c-1b62-4252-9d3e-3de38e7fd3c6","Iowa"
"Entry 105","019d032e-17ac-4a13-8927-6ee7a9e1f2cf","Michigan","840e7069-b4c0-4780-8cd1-95b66ad88ceb","Virginia"
"Entry 106","019d032e-17ac-4a62-bc33-ab69211094b3","Duke","1e4ab2a3-cec8-4ebd-96a2-7d62e9e1a24e","Tennessee"
"Entry 107","019d032e-17ac-4a6c-979e-82a59c504681","Gonzaga","77e8940e-cb31-42c7-bca0-271249909a4b","Kansas"
"Entry 108","019d032e-17ac-4a7e-9c27-49071e4e31a6","Houston","12207ee4-a390-477d-a4a7-7aa3f49430aa","Alabama"
"Entry 109","019d032e-17ac-4a7e-aead-6570f48d8d92","Duke","b94a5674-927b-4b6d-91bb-776da741e0aa","Purdue"
"Entry 110","019d032e-17ac-4a88-918c-df9028211dd0","Houston","7095cbb4-4c8d-4438-acf1-b0dcea0f20d1","UCLA"
"Entry 111","019d032e-17ac-4a8f-8715-4dc222612956","Houston","7533674c-1b62-4252-9d3e-3de38e7fd3c6","Iowa"
"Entry 112","019d032e-17ac-4aa8-9c88-53b73d241994","Gonzaga","b46ec7e5-fa6c-451f-945e-5e535024bcc4","Iowa State"
"Entry 113","019d032e-17ac-4ab8-b3ea-67c5a115d047","Duke","b94a5674-927b-4b6d-91bb-776da741e0aa","Purdue"
"Entry 114","019d032e-17ac-4ad1-8061-a71eea34f63b","Gonzaga","7c049b43-d637-406d-b50f-5e4a2beb629a","St. John's"
"Entry 115","019d032e-17ac-4b24-8812-8d07863fa208","Duke","9d2884f6-0a5a-424f-9e32-79546f103184","Texas"
"Entry 116","019d032e-17ac-4b2d-8278-dec1ed5974c3","Houston","4c8b8317-c6db-46d3-9e57-43cad4d49607","Miami (FL)"
"Entry 132","019d032e-17ac-4daa-a5ef-47245a00734b","Michigan State","57ef2016-6591-4b7a-b588-59a749c25529","UConn"
"Entry 133","019d032e-17ac-4de0-b0ea-0a66a16174ab","Gonzaga","57ef2016-6591-4b7a-b588-59a749c25529","UConn"
"Entry 134","019d032e-17ac-4df7-ac74-5d42c48d73a3","Michigan State","7533674c-1b62-4252-9d3e-3de38e7fd3c6","Iowa"
"Entry 135","019d032e-17ac-4e40-b08c-4bed47092d29","Gonzaga","b94a5674-927b-4b6d-91bb-776da741e0aa","Purdue"
"Entry 136","019d032e-17ac-4e6e-ae99-34fe309e7722","Michigan State","b94a5674-927b-4b6d-91bb-776da741e0aa","Purdue"
"Entry 137","019d032e-17ac-4e70-af92-3a1e210595cf","Gonzaga","5ea7c1aa-0bfc-47e8-8435-28821e1bf209","Arizona"
"Entry 138","019d032e-17ac-4ec3-962b-2529751d82a8","Michigan State","b94a5674-927b-4b6d-91bb-776da741e0aa","Purdue"
"Entry 139","019d032e-17ac-4ed8-b29d-c78d1c7d699b","Gonzaga","2ea39297-9b1d-4908-b4dc-392274c18b3a","Florida"
"Entry 140","019d032e-17ac-4f02-ae83-19382e929336","Michigan State","b94a5674-927b-4b6d-91bb-776da741e0aa","Purdue"
"Entry 141","019d032e-17ac-4f10-af5f-f637bfa5cc70","Gonzaga","840e7069-b4c0-4780-8cd1-95b66ad88ceb","Virginia"
"Entry 142","019d032e-17ac-4f35-aebd-a50bec879dc3","Michigan State","b94a5674-927b-4b6d-91bb-776da741e0aa","Purdue"
"Entry 143","019d032e-17ac-4f39-931a-4400b132ceaa","Arkansas","9d2884f6-0a5a-424f-9e32-79546f103184","Texas"
"Entry 144","019d032e-17ac-4f39-9581-cf55ca028aaf","Gonzaga","1e4ab2a3-cec8-4ebd-96a2-7d62e9e1a24e","Tennessee"
"Entry 145","019d032e-17ac-4f51-abd2-53dfdd919a48","Arkansas","9d2884f6-0a5a-424f-9e32-79546f103184","Texas"
"Entry 146","019d032e-17ac-4f52-8548-4e60404f40b3","Arkansas","9d2884f6-0a5a-424f-9e32-79546f103184","Texas"
"Entry 147","019d032e-17ac-4f9b-96c7-cf435a3817cf","Arkansas","9d2884f6-0a5a-424f-9e32-79546f103184","Texas"
"Entry 148","019d032e-17ac-4fa1-b6d1-c1c6e1c82b4c","Michigan State","b46ec7e5-fa6c-451f-945e-5e535024bcc4","Iowa State"
"Entry 149","019d032e-17ac-4fb7-a454-2ac2ef281d5c","Gonzaga","b46ec7e5-fa6c-451f-945e-5e535024bcc4","Iowa State"
"Entry 150","019d032e-17ac-4ffb-b442-89ca4ebd0f1a","Arkansas","9d2884f6-0a5a-424f-9e32-79546f103184","Texas"
