"Entry_Name","Entry_ID","Previous_Picks","Pick_1","Team_Name"
"Entry 20","019d02bd-0e4b-41bb-9eaa-e3a0e024ca15","Houston","9d2884f6-0a5a-424f-9e32-79546f103184","Texas"
"Entry 21","019d02bd-0e4b-4203-841c-e2894ba4b1ac","Illinois","9d2884f6-0a5a-424f-9e32-79546f103184","Texas"
"Entry 22","019d02bd-0e4b-4204-bdaa-bd6a147836ac","Michigan","72cd0c03-59cd-42e9-a938-d741e77e6bae","Nebraska"
"Entry 23","019d02bd-0e4b-421c-a2ed-a3558023e0e9","Arkansas","72cd0c03-59cd-42e9-a938-d741e77e6bae","Nebraska"
"Entry 24","019d02bd-0e4b-4239-816e-06d560ef9e41","Houston","72cd0c03-59cd-42e9-a938-d741e77e6bae","Nebraska"
"Entry 25","019d02bd-0e4b-4282-8789-227cc12564c1","Illinois","72cd0c03-59cd-42e9-a938-d741e77e6bae","Nebraska"
"Entry 26","019d02bd-0e4b-4282-b370-02bcd32b8461","Michigan","7533674c-1b62-4252-9d3e-3de38e7fd3c6","Iowa"
"Entry 27","019d02bd-0e4b-4284-afdc-da26f73fbaab","Arkansas","840e7069-b4c0-4780-8cd1-95b66ad88ceb","Virginia"
"Entry 28","019d02bd-0e4b-42b1-9449-b5ea38af1848","Houston","840e7069-b4c0-4780-8cd1-95b66ad88ceb","Virginia"
"Entry 29","019d02bd-0e4b-42b3-8199-8586c865cc1a","Illinois","840e7069-b4c0-4780-8cd1-95b66ad88ceb","Virginia"
"Entry 30","019d02bd-0e4b-42c8-8ef0-115e9d1d8191","Michigan","840e7069-b4c0-4780-8cd1-95b66ad88ceb","Virginia"
"Entry 31","019d02bd-0e4b-42e6-97d1-18e176c2482a","Arkansas","9d2884f6-0a5a-424f-9e32-79546f103184","Texas"
"Entry 32","019d02bd-0e4b-42e9-8a1e-0878b099a116","Houston","9d2884f6-0a5a-424f-9e32-79546f103184","Texas"
"Entry 33","019d02bd-0e4b-42f4-a5d8-9a026dec67cd","Illinois","9d2884f6-0a5a-424f-9e32-79546f103184","Texas"
"Entry 34","019d02bd-0e4b-42f8-b5a8-8cfef7b5f174","Michigan","b94a5674-927b-4b6d-91bb-776da741e0aa","Purdue"
"Entry 35","019d02bd-0e4b-42fa-83f8-022733eb1704","Illinois","57ef2016-6591-4b7a-b588-59a749c25529","UConn"
"Entry 36","019d02bd-0e4b-4326-8834-27ccb64924dd","Michigan","57ef2016-6591-4b7a-b588-59a749c25529","UConn"
"Entry 37","019d02bd-0e4b-4348-9ba5-1488612e8866","Duke","57ef2016-6591-4b7a-b588-59a749c25529","UConn"
"Entry 38","019d02bd-0e4b-435f-94a5-493a49019815","Arkansas","7533674c-1b62-4252-9d3e-3de38e7fd3c6","Iowa"
"Entry 39","019d02bd-0e4b-436d-9327-98c73731ad40","Arkansas","72cd0c03-59cd-42e9-a938-d741e77e6bae","Nebraska"
"Entry 40","019d02bd-0e4b-4383-87a5-2e4630ed292d","Arkansas","7533674c-1b62-4252-9d3e-3de38e7fd3c6","Iowa"
"Entry 41","019d02bd-0e4b-43a2-bb80-02f9f0b32256","Arkansas","7533674c-1b62-4252-9d3e-3de38e7fd3c6","Iowa"
"Entry 42","019d02bd-0e4b-43ba-809e-26d3a4056c8b","Arkansas","7533674c-1b62-4252-9d3e-3de38e7fd3c6","Iowa"
"Entry 43","019d02bd-0e4b-43dd-b108-108334c7e251","Arkansas","7533674c-1b62-4252-9d3e-3de38e7fd3c6","Iowa"
"Entry 44","019d02bd-0e4b-43e3-b9e4-67c91dd92e43","Arkansas","72cd0c03-59cd-42e9-a938-d741e77e6bae","Nebraska"
"Entry 45","019d02bd-0e4b-4403-b100-2679e6f3760c","Arkansas","72cd0c03-59cd-42e9-a938-d741e77e6bae","Nebraska"
"Entry 46","019d02bd-0e4b-4407-8c8b-c90768c2b2a7","Arkansas","7533674c-1b62-4252-9d3e-3de38e7fd3c6","Iowa"
"Entry 47","019d02bd-0e4b-441f-afe3-b44ab5ce7b66","Arkansas","7c049b43-d637-406d-b50f-5e4a2beb629a","St. John's"
"Entry 48","019d02bd-0e4b-445c-a92e-19301e5c65c0","Illinois","b46ec7e5-fa6c-451f-945e-5e535024bcc4","Iowa State"
"Entry 49","019d02bd-0e4b-4487-99aa-2ede8ee59fab","Michigan","b46ec7e5-fa6c-451f-945e-5e535024bcc4","Iowa State"
"Entry 50","019d02bd-0e4b-44ee-99f0-fa0613125987","Duke","b46ec7e5-fa6c-451f-945e-5e535024bcc4","Iowa State"
"Entry 51","019d02bd-0e4b-44f3-ae5a-71ba86cc4fea","Gonzaga","b46ec7e5-fa6c-451f-945e-5e535024bcc4","Iowa State"
"Entry 52","019d02bd-0e4b-4530-82f6-c1e3b36f5fab","Arkansas","72cd0c03-59cd-42e9-a938-d741e77e6bae","Nebraska"
"Entry 53","019d02bd-0e4b-459b-986c-e56234005fe3","Arkansas","4c8b8317-c6db-46d3-9e57-43cad4d49607","Miami (FL)"
"Entry 54","019d02bd-0e4b-45d8-8a08-ef89e9417b52","Arkansas","9d2884f6-0a5a-424f-9e32-79546f103184","Texas"
"Entry 55","019d02bd-0e4b-45de-81b1-016d912c76a5","Arkansas","9d2884f6-0a5a-424f-9e32-79546f103184","Texas"
"Entry 56","019d02bd-0e4b-4633-9ffe-e7b382ab9efa","Arkansas","9d2884f6-0a5a-424f-9e32-79546f103184","Texas"
"Entry 57","019d02bd-0e4b-4646-bae0-fe459eaafafb","Arkansas","9d2884f6-0a5a-424f-9e32-79546f103184","Texas"
"Entry 58","019d02bd-0e4b-465f-b34f-10e6cacadfcc","Arkansas","72cd0c03-59cd-42e9-a938-d741e77e6bae","Nebraska"
"Entry 59","019d02bd-0e4b-4670-8572-beaa8a8be638","Arkansas","9d2884f6-0a5a-424f-9e32-79546f103184","Texas"
"Entry 60","019d02bd-0e4b-4678-99cc-a73888ade15b","Arkansas","72cd0c03-59cd-42e9-a938-d741e77e6bae","Nebraska"
"Entry 61","019d02bd-0e4b-4681-ae41-9efda15e486b","Arkansas","7533674c-1b62-4252-9d3e-3de38e7fd3c6","Iowa"
"Entry 62","019d02bd-0e4b-4689-a90d-4da29dca2e0d","Arkansas","9d2884f6-0a5a-424f-9e32-79546f103184","Texas"
"Entry 63","019d02bd-0e4b-46d5-a744-5eb30c047efe","Arkansas","9d2884f6-0a5a-424f-9e32-79546f103184","Texas"
"Entry 64","019d02bd-0e4b-46e8-b140-766e74aaf990","Arkansas","9d2884f6-0a5a-424f-9e32-79546f103184","Texas"
"Entry 65","019d02bd-0e4b-46ed-8d53-6bdeb939078e","Arkansas","1e4ab2a3-cec8-4ebd-96a2-7d62e9e1a24e","Tennessee"
"Entry 66","019d02bd-0e4b-470d-bc32-cf5e169ad88d","Arkansas","72cd0c03-59cd-42e9-a938-d741e77e6bae","Nebraska"
"Entry 67","019d02bd-0e4b-472b-87d9-85a1f7bd83b3","Arkansas","7c049b43-d637-406d-b50f-5e4a2beb629a","St. John's"
"Entry 68","019d02bd-0e4b-4790-a6ff-609f2103aefc","Arkansas","72cd0c03-59cd-42e9-a938-d741e77e6bae","Nebraska"
"Entry 69","019d02bd-0e4b-47ba-9c36-9f72523071c1","Arkansas","9d2884f6-0a5a-424f-9e32-79546f103184","Texas"
"Entry 70","019d02bd-0e4b-47c2-9e32-e701a36e5fb5","Arkansas","4c8b8317-c6db-46d3-9e57-43cad4d49607","Miami (FL)"
"Entry 71","019d02bd-0e4b-47db-bcf0-9f87b98dd837","Arkansas","9d2884f6-0a5a-424f-9e32-79546f103184","Texas"
"Entry 72","019d02bd-0e4b-47e9-a9f2-48c669ad51a4","Arkansas","9d2884f6-0a5a-424f-9e32-79546f103184","Texas"
"Entry 73","019d02bd-0e4b-47f0-a23f-96137b2fcfe0","Arkansas","57ef2016-6591-4b7a-b588-59a749c25529","UConn"
"Entry 74","019d02bd-0e4b-47f5-8ebf-bec968e6e0d9","Arkansas","7533674c-1b62-4252-9d3e-3de38e7fd3c6","Iowa"
"Entry 75","019d02bd-0e4b-483c-bcd1-b6d863b326c8","Arkansas","9d2884f6-0a5a-424f-9e32-79546f103184","Texas"
"Entry 76","019d02bd-0e4b-4861-a19d-efece574a883","Arkansas","7533674c-1b62-4252-9d3e-3de38e7fd3c6","Iowa"
"Entry 77","019d02bd-0e4b-4865-af76-bde90b612e87","Arkansas","1e4ab2a3-cec8-4ebd-96a2-7d62e9e1a24e","Tennessee"
"Entry 78","019d02bd-0e4b-486f-a049-844c4cb14b33","Arkansas","7533674c-1b62-4252-9d3e-3de38e7fd3c6","Iowa"
"Entry 79","019d02bd-0e4b-487f-9fe4-5637ee31e766","Duke","7533674c-1b62-4252-9d3e-3de38e7fd3c6","Iowa"
"Entry 80","019d02bd-0e4b-4880-9ad8-91d406b690ce","Nebraska","7533674c-1b62-4252-9d3e-3de38e7fd3c6","Iowa"
"Entry 81","019d02bd-0e4b-4888-80de-6111e0dce2a4","Duke","840e7069-b4c0-4780-8cd1-95b66ad88ceb","Virginia"
"Entry 82","019d02bd-0e4b-4894-a6b6-9daeb6ae18fb","Houston","1e4ab2a3-cec8-4ebd-96a2-7d62e9e1a24e","Tennessee"
"Entry 83","019d02bd-0e4b-48ac-ab08-94dcd648108a","Illinois","1e4ab2a3-cec8-4ebd-96a2-7d62e9e1a24e","Tennessee"
"Entry 84","019d02bd-0e4b-48e8-964a-314db8f9997f","Duke","1e4ab2a3-cec8-4ebd-96a2-7d62e9e1a24e","Tennessee"
"Entry 85","019d02bd-0e4b-4911-8e6e-7705de09bbd7","Houston","72cd0c03-59cd-42e9-a938-d741e77e6bae","Nebraska"
"Entry 86","019d02bd-0e4b-4937-a9a1-c493f61c9dfa","Illinois","72cd0c03-59cd-42e9-a938-d741e77e6bae","Nebraska"
"Entry 87","019d02bd-0e4b-4942-9181-126999f073a7","Duke","7533674c-1b62-4252-9d3e-3de38e7fd3c6","Iowa"
"Entry 88","019d02bd-0e4b-4952-b5ec-6b2d95430f0b","Arkansas","9d2884f6-0a5a-424f-9e32-79546f103184","Texas"
"Entry 89","019d02bd-0e4b-495a-b6fd-d05f206b3612","Arkansas","9d2884f6-0a5a-424f-9e32-79546f103184","Texas"
"Entry 90","019d02bd-0e4b-496c-abe6-69e2d8199f2b","Arkansas","9d2884f6-0a5a-424f-9e32-79546f103184","Texas"
"Entry 91","019d02bd-0e4b-497b-b1a4-91083d3012e7","Arkansas","9d2884f6-0a5a-424f-9e32-79546f103184","Texas"
"Entry 92","019d02bd-0e4b-497d-bd57-71b4ed264973","Arkansas","7095cbb4-4c8d-4438-acf1-b0dcea0f20d1","UCLA"
"Entry 93","019d02bd-0e4b-4984-a35a-0f069ffe0390","Arkansas","9d2884f6-0a5a-424f-9e32-79546f103184","Texas"
"Entry 94","019d02bd-0e4b-498a-88e2-2689d0698f95","Vanderbilt","5ea7c1aa-0bfc-47e8-8435-28821e1bf209","Arizona"
"Entry 95","019d02bd-0e4b-499a-8326-a5f54ab3818e","Nebraska","840e7069-b4c0-4780-8cd1-95b66ad88ceb","Virginia"
"Entry 96","019d02bd-0e4b-49ad-b9b9-eb9d530e186c","Arkansas","9d2884f6-0a5a-424f-9e32-79546f103184","Texas"
"Entry 97","019d02bd-0e4b-49f5-9f65-224da2b27fc7","Arkansas","9d2884f6-0a5a-424f-9e32-79546f103184","Texas"
"Entry 98","019d02bd-0e4b-4a0a-8399-caec0930fd56","Arkansas","9d2884f6-0a5a-424f-9e32-79546f103184","Texas"
"Entry 99","019d02bd-0e4b-4a0e-b991-59af7281e6c1","Arkansas","9d2884f6-0a5a-424f-9e32-79546f103184","Texas"
"Entry 100","019d02bd-0e4b-4a10-aa4d-df8a601df11c","Arkansas","9d2884f6-0a5a-424f-9e32-79546f103184","Texas"
"Entry 101","019d02bd-0e4b-4a14-9e15-5363ec55605a","Arkansas","9d2884f6-0a5a-424f-9e32-79546f103184","Texas"
"Entry 102","019d02bd-0e4b-4a47-a581-ef82c9e22a55","Arkansas","9d2884f6-0a5a-424f-9e32-79546f103184","Texas"
"Entry 103","019d02bd-0e4b-4a4f-a880-5ea891f7fc60","Arkansas","72cd0c03-59cd-42e9-a938-d741e77e6bae","Nebraska"
"Entry 104","019d02bd-0e4b-4a51-84f3-d2b17d50960b","Arkansas","9d2884f6-0a5a-424f-9e32-79546f103184","Texas"
"Entry 105","019d02bd-0e4b-4a98-bdb4-013929f277d1","Arkansas","9d2884f6-0a5a-424f-9e32-79546f103184","Texas"
"Entry 106","019d02bd-0e4b-4a9b-81a9-565ca676e9ed","Arkansas","9d2884f6-0a5a-424f-9e32-79546f103184","Texas"
"Entry 107","019d02bd-0e4b-4ac3-832b-d1943f283774","Arkansas","9d2884f6-0a5a-424f-9e32-79546f103184","Texas"
"Entry 108","019d02bd-0e4b-4aeb-aed8-10a1a313fa6c","Arkansas","72cd0c03-59cd-42e9-a938-d741e77e6bae","Nebraska"
"Entry 109","019d02bd-0e4b-4b29-884d-8ee30359e72a","Arkansas","1e4ab2a3-cec8-4ebd-96a2-7d62e9e1a24e","Tennessee"
"Entry 110","019d02bd-0e4b-4b2f-a251-68087dc9e26f","Arkansas","72cd0c03-59cd-42e9-a938-d741e77e6bae","Nebraska"
"Entry 111","019d02bd-0e4b-4b54-b28a-652ec6386904","Arkansas","7c049b43-d637-406d-b50f-5e4a2beb629a","St. John's"
"Entry 112","019d02bd-0e4b-4b63-acdd-61b5be05d299","Arkansas","72cd0c03-59cd-42e9-a938-d741e77e6bae","Nebraska"
"Entry 113","019d02bd-0e4b-4b71-aca5-3ca7d27772e7","Arkansas","b46ec7e5-fa6c-451f-945e-5e535024bcc4","Iowa State"
"Entry 114","019d02bd-0e4b-4b87-bab6-f4ca4320dcbf","Arkansas","4c8b8317-c6db-46d3-9e57-43cad4d49607","Miami (FL)"
"Entry 132","019d02bd-0e4b-4d97-8f49-f28203e6b5ca","Arkansas","9d2884f6-0a5a-424f-9e32-79546f103184","Texas"
"Entry 133","019d02bd-0e4b-4e12-a586-d6ded9929ed9","Arkansas","9d2884f6-0a5a-424f-9e32-79546f103184","Texas"
"Entry 134","019d02bd-0e4b-4e22-beb7-5c2e379b21d3","Arkansas","9d2884f6-0a5a-424f-9e32-79546f103184","Texas"
"Entry 135","019d02bd-0e4b-4e23-b3d3-3a85cdde5091","Arkansas","9d2884f6-0a5a-424f-9e32-79546f103184","Texas"
"Entry 136","019d02bd-0e4b-4e67-aa3a-522c80ec78c1","Arkansas","72cd0c03-59cd-42e9-a938-d741e77e6bae","Nebraska"
"Entry 137","019d02bd-0e4b-4e6a-95aa-7794837e9cfc","Arkansas","72cd0c03-59cd-42e9-a938-d741e77e6bae","Nebraska"
"Entry 138","019d02bd-0e4b-4e80-b25b-ee87266dc3fa","Arkansas","9d2884f6-0a5a-424f-9e32-79546f103184","Texas"
"Entry 139","019d02bd-0e4b-4ea7-8619-f2f273cf0bc5","Arkansas","9d2884f6-0a5a-424f-9e32-79546f103184","Texas"
"Entry 140","019d02bd-0e4b-4ec8-8f2d-ada81d695cbb","Arkansas","9d2884f6-0a5a-424f-9e32-79546f103184","Texas"
"Entry 141","019d02bd-0e4b-4ef3-9503-82c1e2f13d73","Arkansas","9d2884f6-0a5a-424f-9e32-79546f103184","Texas"
"Entry 142","019d02bd-0e4b-4f04-8b01-d44c824f4e05","Arkansas","9d2884f6-0a5a-424f-9e32-79546f103184","Texas"
"Entry 143","019d02bd-0e4b-4f4c-9be5-065cd34af478","Arkansas","9d2884f6-0a5a-424f-9e32-79546f103184","Texas"
"Entry 144","019d02bd-0e4b-4f6e-85db-89ba051565b6","Arkansas","1e4ab2a3-cec8-4ebd-96a2-7d62e9e1a24e","Tennessee"
"Entry 145","019d02bd-0e4b-4f82-83b0-c0dea3aac0af","Arkansas","72cd0c03-59cd-42e9-a938-d741e77e6bae","Nebraska"
"Entry 146","019d02bd-0e4b-4f84-ad14-f844d6c3bb62","Arkansas","7c049b43-d637-406d-b50f-5e4a2beb629a","St. John's"
"Entry 147","019d02bd-0e4b-4fb1-acb4-0d0e198cbead","Arkansas","9d2884f6-0a5a-424f-9e32-79546f103184","Texas"
"Entry 148","019d02bd-0e4b-4fb8-893e-ef46dd579e8f","Arkansas","9d2884f6-0a5a-424f-9e32-79546f103184","Texas"
"Entry 149","019d02bd-0e4b-4fc0-83c6-d2696305f389","Arkansas","72cd0c03-59cd-42e9-a938-d741e77e6bae","Nebraska"
"Entry 150","019d02bd-0e4b-4fd0-82ef-41645d36811e","Arkansas","4c8b8317-c6db-46d3-9e57-43cad4d49607","Miami (FL)"
